# Start Log
# Node, Message, Time, Battery V, Last TX Dur ms, Temp C, Hum %, Status
10, 148, 1699040187, 341, 427, -27, 9999, 0x00
3, 148, 1699041755, 295, 425, 92, 7675, 0x00
5, 148, 1699043357, 261, 427, 104, 8255, 0x00
10, 149, 1699043787, 341, 427, -19, 9999, 0x00
3, 149, 1699045355, 283, 426, -116, 8677, 0x00
5, 149, 1699046957, 261, 427, 7, 8367, 0x00
10, 150, 1699047387, 340, 427, -58, 9999, 0x00
3, 150, 1699048955, 272, 425, -304, 8708, 0x00
5, 150, 1699050557, 268, 428, -182, 8920, 0x00
10, 151, 1699050987, 340, 428, -124, 9999, 0x00
3, 151, 1699052555, 279, 426, -296, 8777, 0x00
5, 151, 1699054157, 282, 427, -342, 9105, 0x00
10, 152, 1699054587, 340, 427, -186, 9999, 0x00
3, 152, 1699056155, 272, 425, -457, 8871, 0x00
5, 152, 1699057757, 268, 428, -297, 8969, 0x00
10, 153, 1699058187, 340, 427, -227, 9999, 0x00
3, 153, 1699059755, 274, 425, -535, 8988, 0x00
5, 153, 1699061357, 274, 427, -436, 9248, 0x00
10, 154, 1699061787, 339, 427, -243, 9999, 0x00
3, 154, 1699063355, 294, 425, -573, 9085, 0x00
5, 154, 1699064957, 296, 427, -417, 9407, 0x00
10, 155, 1699065387, 340, 428, -282, 9999, 0x00
3, 155, 1699066955, 288, 425, -583, 9119, 0x00
5, 155, 1699068557, 297, 427, -490, 9152, 0x00
10, 156, 1699068987, 339, 427, -305, 9999, 0x00
3, 156, 1699070555, 273, 425, -687, 9046, 0x00
5, 156, 1699072157, 269, 427, -501, 9439, 0x00
10, 157, 1699072587, 339, 427, -346, 9969, 0x00
