
My header: Time,Message,Battery V,Last TX Dur ms,Temp C,Hum %,Status,Notes

Data Logger: HAST-2.1,,,,,,,
Data Logger File: HAST-2.1-Node3-2025-01-20.csv,,,,,,,
Sampling Feature UUID: db37b10d-62bc-48ca-97c8-72c164d09999,,,,,,,

Result UUID:,4d3eab5b-889f-4275-96ee-7ea018d9999,072d204e-ad0d-4367-b0a4-8e648c749999,3…9,9…9,8…9

Temperature: fbee68c8-5463-4a38-98a8-f985fba923e8
Humidity: be1d621e-95d4-447e-bee7-97d4102c9f2e

SampleNumber: 36f4f6a1-2f36-4083-b8a8-94f50acdd066
Battery: 55f349b7-3491-40de-a828-9abb31e9f20d

Date and Time in UTC,SampleNumber,Battery,TXDuration,Temperature,Humidity,NodeStatus,MainNodeNotes

2023-12-22 21:02:35,1332,2.78,4.25,-1.45,89,0x0,
2023-12-22 22:02:35,1333,2.68,4.26,-2.14,90,0x0,
2023-12-22 23:02:35,1334,2.99,4.26,-2.33,86,0x0,
2023-12-23 00:02:35,1335,2.61,4.26,-3.12,76,0x0,
2023-12-23 01:02:35,1336,2.9,4.25,-4.03,75,0x0,
2023-12-23 02:02:35,1337,2.61,4.26,-4.36,76,0x0,
2023-12-23 03:02:35,1338,2.73,4.25,-4.25,68,0x0,
2023-12-23 04:02:35,1339,2.75,4.25,-3.68,66,0x0,
2023-12-23 05:02:35,1340,2.74,4.25,-2.62,63,0x0,
2023-12-23 06:02:35,1341,2.79,4.26,-1.7,60,0x0,
2023-12-23 07:02:35,1342,2.85,4.25,-2.47,62,0x0,
2023-12-23 08:02:35,1343,2.92,4.26,-1.67,60,0x0,
2023-12-23 09:02:35,1344,2.88,4.26,1.77,49,0x0,
2023-12-23 10:02:35,1345,2.79,4.27,-3.51,67,0x2,RFM95_NO_REPLY
2023-12-23 11:02:35,1346,2.93,4.26,-4.84,71,0x0,
2023-12-23 12:02:35,1347,2.61,4.26,-5.04,69,0x0,
2023-12-23 13:02:35,1348,2.63,4.25,-5.84,72,0x0,
2023-12-23 14:02:35,1349,2.71,4.25,-7.44,73,0x0,
2023-12-23 15:02:35,1350,2.68,4.25,-10.21,82,0x0,
2023-12-23 16:02:35,1351,2.93,4.25,-10.06,82,0x0,
2023-12-23 17:02:35,1352,3.03,4.25,-12.58,88,0x0,
2023-12-23 18:02:35,1353,2.88,4.25,-16.54,84,0x0,
2023-12-23 19:02:35,1354,2.61,4.24,-16.81,84,0x0,
2023-12-23 20:02:35,1355,2.64,4.24,-19.33,82,0x0,
2023-12-23 21:02:35,1356,2.93,4.25,-20.15,82,0x0,
2023-12-23 22:02:35,1357,2.66,4.24,-22.29,81,0x0,
2023-12-23 23:02:35,1358,2.98,4.24,-23.84,80,0x0,
2023-12-24 00:02:35,1359,2.8,4.24,-24.35,80,0x0,
2023-12-24 01:02:35,1360,2.87,4.23,-24.99,80,0x0,
2023-12-24 02:02:35,1361,2.66,4.24,-26.0,79,0x0,
2023-12-24 03:02:35,1362,2.8,4.23,-22.02,81,0x0,
2023-12-24 04:02:35,1363,2.82,4.24,-15.86,83,0x0,
2023-12-24 05:02:35,1364,2.94,4.24,-7.81,60,0x0,
2023-12-24 06:02:35,1365,2.79,4.25,-5.74,56,0x0,
2023-12-24 07:02:35,1366,2.5,4.26,-2.41,48,0x0,
2023-12-24 08:02:35,1367,2.68,4.27,0.33,39,0x0,
2023-12-24 09:02:35,1368,2.59,4.28,-1.55,44,0x0,
2023-12-24 10:02:35,1369,2.84,4.27,-7.04,65,0x2,RFM95_NO_REPLY
2023-12-24 11:02:35,1370,2.8,4.25,-14.33,79,0x0,
2023-12-24 12:02:35,1371,2.67,4.25,-17.4,81,0x0,
2023-12-24 13:02:35,1372,2.84,4.24,-19.26,83,0x0,
2023-12-24 14:02:35,1373,2.9,4.24,-21.9,80,0x0,
2023-12-24 15:02:35,1374,2.77,4.24,-22.14,81,0x0,
2023-12-24 16:02:35,1375,2.79,4.24,-22.69,80,0x0,
2023-12-24 17:02:35,1376,2.84,4.24,-24.65,79,0x0,
2023-12-24 18:02:35,1377,2.53,4.24,-24.11,80,0x0,
2023-12-24 19:02:35,1378,2.76,4.23,-25.22,80,0x0,
2023-12-24 20:02:35,1379,2.73,4.24,-25.59,80,0x0,
2023-12-24 21:02:35,1380,2.96,4.24,-25.69,80,0x0,
2023-12-24 22:02:35,1381,2.49,4.23,-26.13,79,0x0,
2023-12-24 23:02:35,1382,2.88,4.24,-26.52,80,0x0,
2023-12-25 00:02:35,1383,2.82,4.24,-26.2,79,0x0,
2023-12-25 01:02:35,1384,2.83,4.24,-27.32,79,0x0,
2023-12-25 02:02:35,1385,2.59,4.24,-27.73,79,0x0,
2023-12-25 03:02:35,1386,2.72,4.24,-24.01,80,0x0,
2023-12-25 04:02:35,1387,2.57,4.23,-18.02,81,0x0,
2023-12-25 05:02:35,1388,2.54,4.24,-11.7,80,0x0,
2023-12-25 06:02:35,1389,2.86,4.26,-5.59,52,0x0,
2023-12-25 07:02:35,1390,2.65,4.25,0.23,38,0x0,
2023-12-25 08:02:35,1391,2.8,4.27,-0.18,36,0x0,
2023-12-25 09:02:35,1392,2.47,4.28,-0.76,37,0x0,
2023-12-25 10:02:35,1393,2.72,4.27,-7.58,57,0x2,RFM95_NO_REPLY
2023-12-25 11:02:35,1394,2.94,4.26,-13.79,75,0x0,
2023-12-25 12:02:35,1395,2.7,4.24,-17.39,84,0x0,
2023-12-25 13:02:35,1396,2.43,4.24,-20.06,82,0x0,
2023-12-25 14:02:35,1397,2.62,4.24,-20.8,82,0x0,
2023-12-25 15:02:35,1398,2.79,4.24,-22.02,80,0x0,
2023-12-25 16:02:35,1399,2.42,4.24,-23.07,79,0x0,
2023-12-25 17:02:35,1400,2.81,4.24,-23.34,80,0x0,
2023-12-25 18:02:35,1401,2.76,4.24,-23.38,80,0x0,
2023-12-25 19:02:35,1402,2.66,4.23,-24.6,79,0x0,
2023-12-25 20:02:35,1403,2.73,4.24,-24.53,80,0x0,
2023-12-25 21:02:35,1404,2.65,4.23,-25.86,79,0x0,
2023-12-25 22:02:35,1405,2.84,4.24,-25.69,80,0x0,
2023-12-25 23:02:35,1406,2.61,4.24,-25.84,80,0x0,
2023-12-26 00:02:35,1407,3.13,4.24,-26.3,80,0x0,
2023-12-26 01:02:35,1408,2.67,4.23,-25.86,79,0x0,
2023-12-26 02:02:35,1409,3.01,4.24,-23.97,80,0x0,
2023-12-26 03:02:35,1410,2.88,4.23,-18.37,81,0x0,
2023-12-26 04:02:35,1411,2.99,4.24,-12.9,84,0x0,
2023-12-26 05:02:35,1412,2.75,4.25,-10.12,80,0x0,
2023-12-26 07:02:35,1414,2.94,4.25,-4.02,55,0x0,
2023-12-26 08:02:35,1415,2.55,4.26,-4.53,56,0x0,
2023-12-26 09:02:35,1416,2.65,4.25,-4.19,57,0x0,
2023-12-26 10:02:35,1417,2.98,4.25,-3.33,55,0x2,RFM95_NO_REPLY
2023-12-26 11:02:35,1418,2.8,4.26,-9.6,75,0x0,
2023-12-26 12:02:35,1419,2.7,4.25,-13.17,80,0x0,
2023-12-26 13:02:35,1420,2.79,4.24,-15.1,86,0x0,
2023-12-26 14:02:35,1421,3.11,4.24,-15.24,85,0x0,
2023-12-26 15:02:35,1422,2.69,4.24,-15.33,84,0x0,
2023-12-26 16:02:35,1423,2.62,4.24,-17.64,82,0x0,
2023-12-26 17:02:35,1424,2.52,4.24,-18.56,82,0x0,
2023-12-26 18:02:35,1425,2.83,4.24,-19.29,81,0x0,
2023-12-26 19:02:35,1426,2.92,4.24,-19.7,82,0x0,
2023-12-26 20:02:35,1427,2.95,4.24,-21.1,81,0x0,
2023-12-26 21:02:35,1428,2.73,4.24,-21.7,81,0x0,
2023-12-26 22:02:35,1429,2.84,4.24,-21.07,81,0x0,
2023-12-26 23:02:35,1430,2.87,4.24,-21.9,80,0x0,
2023-12-27 00:02:35,1431,2.77,4.24,-20.57,81,0x0,
2023-12-27 01:02:35,1432,2.99,4.24,-21.28,81,0x0,
2023-12-27 02:02:35,1433,2.99,4.24,-20.74,81,0x0,
2023-12-27 03:02:35,1434,2.95,4.24,-17.73,82,0x0,
2023-12-27 04:02:35,1435,2.85,4.24,-12.65,84,0x0,
2023-12-27 05:02:35,1436,2.75,4.25,-9.14,84,0x0,
2023-12-27 06:02:35,1437,2.64,4.25,-1.25,54,0x0,
2023-12-27 07:02:35,1438,2.74,4.26,2.14,48,0x0,
2023-12-27 08:02:35,1439,2.74,4.27,1.99,49,0x0,
2023-12-27 09:02:35,1440,2.73,4.28,0.71,54,0x0,
2023-12-27 10:02:35,1441,2.77,4.26,-4.16,69,0x2,RFM95_NO_REPLY
2023-12-27 11:02:35,1442,2.81,4.25,-6.28,76,0x0,
2023-12-27 12:02:35,1443,2.88,4.25,-7.05,81,0x0,
2023-12-27 13:02:35,1444,2.49,4.25,-7.69,82,0x0,
2023-12-27 14:02:35,1445,2.72,4.25,-7.44,85,0x0,
2023-12-27 15:02:35,1446,2.84,4.25,-5.8,83,0x0,
2023-12-27 16:02:35,1447,2.73,4.26,-5.46,83,0x0,
2023-12-27 17:02:35,1448,2.93,4.25,-5.79,82,0x0,
2023-12-27 18:02:35,1449,2.75,4.26,-7.0,86,0x0,
2023-12-27 19:02:35,1450,2.5,4.25,-8.18,84,0x0,
2023-12-27 20:02:35,1451,2.79,4.25,-10.66,89,0x0,
2023-12-27 21:02:35,1452,2.54,4.25,-10.04,87,0x0,
2023-12-27 22:02:35,1453,2.68,4.25,-9.33,87,0x0,
2023-12-27 23:02:35,1454,2.72,4.24,-8.85,88,0x0,
2023-12-28 00:02:35,1455,2.82,4.25,-10.21,87,0x0,
2023-12-28 01:02:35,1456,2.62,4.25,-10.42,85,0x0,
2023-12-28 02:02:35,1457,3.01,4.25,-9.33,86,0x0,
2023-12-28 03:02:35,1458,2.83,4.25,-8.64,84,0x0,
2023-12-28 04:02:35,1459,2.73,4.25,-6.73,75,0x0,
2023-12-28 05:02:35,1460,2.81,4.25,1.96,51,0x0,
2023-12-28 06:02:35,1461,2.86,4.26,4.44,43,0x0,
2023-12-28 07:02:35,1462,3.04,4.27,6.85,38,0x0,
2023-12-28 08:02:35,1463,2.95,4.27,10.48,30,0x0,
2023-12-28 09:02:35,1464,2.74,4.29,7.96,34,0x0,
2023-12-28 10:02:35,1465,2.75,4.28,-0.48,58,0x2,RFM95_NO_REPLY
2023-12-28 11:02:35,1466,2.85,4.26,-2.48,69,0x0,
2023-12-28 12:02:35,1467,2.84,4.26,-5.5,78,0x0,
2023-12-28 13:02:35,1468,2.99,4.25,-6.42,83,0x0,
2023-12-28 14:02:35,1469,3.0,4.25,-9.06,89,0x0,
2023-12-28 15:02:35,1470,2.83,4.25,-10.61,86,0x0,
2023-12-28 16:02:35,1471,2.71,4.25,-12.14,86,0x0,
2023-12-28 17:02:35,1472,2.88,4.25,-13.13,85,0x0,
2023-12-28 18:02:35,1473,2.96,4.25,-12.94,85,0x0,
2023-12-28 19:02:35,1474,2.62,4.24,-9.92,88,0x0,
2023-12-28 20:02:35,1475,2.55,4.25,-12.18,87,0x0,
2023-12-28 21:02:35,1476,2.9,4.25,-12.09,86,0x0,
2023-12-28 22:02:35,1477,2.73,4.24,-12.45,86,0x0,
2023-12-28 23:02:35,1478,2.82,4.25,-12.14,86,0x0,
2023-12-29 00:02:35,1479,2.63,4.25,-11.97,86,0x0,
2023-12-29 01:02:35,1480,2.59,4.25,-12.37,86,0x0,
2023-12-29 02:02:35,1481,2.93,4.25,-13.24,85,0x0,
2023-12-29 03:02:35,1482,2.48,4.24,-10.87,88,0x0,
2023-12-29 04:02:35,1483,2.49,4.25,-6.87,87,0x0,
2023-12-29 05:02:35,1484,2.72,4.25,-0.33,64,0x0,
2023-12-29 06:02:35,1485,2.76,4.26,4.54,51,0x0,
2023-12-29 07:02:35,1486,2.55,4.26,8.78,43,0x0,
2023-12-29 08:02:35,1487,2.88,4.27,9.43,39,0x0,
2023-12-29 09:02:35,1488,2.75,4.28,10.33,36,0x0,
2023-12-29 10:02:35,1489,2.69,4.28,3.37,55,0x2,RFM95_NO_REPLY
2023-12-29 11:02:35,1490,2.86,4.26,-2.33,68,0x0,
2023-12-29 12:02:35,1491,2.95,4.25,-4.12,78,0x0,
2023-12-29 13:02:35,1492,2.61,4.25,-6.73,84,0x0,
2023-12-29 14:02:35,1493,2.53,4.25,-8.95,88,0x0,
2023-12-29 15:02:35,1494,2.6,4.24,-9.92,90,0x0,
2023-12-29 16:02:35,1495,2.88,4.25,-11.87,87,0x0,
2023-12-29 17:02:35,1496,2.74,4.24,-11.42,87,0x0,
2023-12-29 18:02:35,1497,2.77,4.25,-12.58,87,0x0,
2023-12-29 19:02:35,1498,2.8,4.24,-12.68,85,0x0,
2023-12-29 20:02:35,1499,2.37,4.24,-13.2,86,0x0,
2023-12-29 21:02:35,1500,2.55,4.25,-14.2,85,0x0,
2023-12-29 22:02:35,1501,2.78,4.25,-11.27,87,0x0,
2023-12-29 23:02:35,1502,2.67,4.25,-13.62,85,0x0,
2023-12-30 00:02:35,1503,2.72,4.24,-14.78,86,0x0,
2023-12-30 01:02:35,1504,2.63,4.24,-14.45,84,0x0,
2023-12-30 02:02:35,1505,2.68,4.25,-11.01,86,0x0,
2023-12-30 03:02:35,1506,2.59,4.24,-7.45,88,0x0,
2023-12-30 04:02:35,1507,2.67,4.25,-4.3,88,0x0,
2023-12-30 05:02:35,1508,2.87,4.25,3.44,55,0x0,
2023-12-30 06:02:35,1509,2.6,4.26,5.28,47,0x0,
2023-12-30 07:02:35,1510,2.77,4.27,10.99,36,0x0,
2023-12-30 08:02:35,1511,3.13,4.28,11.99,33,0x0,
2023-12-30 09:02:35,1512,2.7,4.28,8.03,40,0x0,
2023-12-30 10:02:35,1513,2.71,4.27,2.25,61,0x2,RFM95_NO_REPLY
2023-12-30 11:02:35,1514,2.87,4.26,-0.93,68,0x0,
2023-12-30 12:02:35,1515,2.65,4.25,-4.07,75,0x0,
2023-12-30 13:02:35,1516,2.71,4.25,-5.42,81,0x0,
2023-12-30 14:02:35,1517,2.81,4.25,-6.92,81,0x0,
2023-12-30 15:02:35,1518,2.78,4.26,-6.9,87,0x0,
2023-12-30 16:02:35,1519,2.67,4.25,-8.64,88,0x0,
2023-12-30 17:02:35,1520,2.98,4.25,-10.92,86,0x0,
2023-12-30 18:02:35,1521,2.78,4.25,-10.08,89,0x0,
2023-12-30 19:02:35,1522,2.91,4.25,-10.18,88,0x0,
2023-12-30 20:02:35,1523,2.68,4.25,-11.29,87,0x0,
2023-12-30 21:02:35,1524,2.81,4.25,-12.32,85,0x0,
2023-12-30 22:02:35,1525,2.87,4.25,-11.15,87,0x0,
2023-12-30 23:02:35,1526,2.8,4.25,-10.56,87,0x0,
2023-12-31 00:02:35,1527,2.7,4.25,-10.18,88,0x0,
2023-12-31 01:02:35,1528,2.89,4.25,-10.91,87,0x0,
2023-12-31 02:02:35,1529,2.9,4.24,-12.63,85,0x0,
2023-12-31 03:02:35,1530,2.93,4.25,-11.76,86,0x0,
2023-12-31 04:02:35,1531,2.86,4.24,-8.2,87,0x0,
2023-12-31 05:02:35,1532,2.61,4.25,-4.54,84,0x0,
2023-12-31 06:02:35,1533,2.59,4.25,3.02,57,0x0,
2023-12-31 07:02:35,1534,3.02,4.26,5.53,50,0x0,
2023-12-31 08:02:35,1535,2.95,4.27,7.84,45,0x0,
2023-12-31 09:02:35,1536,2.82,4.28,8.68,40,0x0,
2023-12-31 10:02:35,1537,2.87,4.28,2.79,57,0x2,RFM95_NO_REPLY
2023-12-31 11:02:35,1538,2.73,4.27,-3.74,72,0x0,
2023-12-31 12:02:35,1539,2.66,4.26,-6.8,82,0x0,
2023-12-31 13:02:35,1540,2.72,4.25,-8.02,86,0x0,
2023-12-31 14:02:35,1541,2.79,4.25,-9.14,86,0x0,
2023-12-31 15:02:35,1542,2.96,4.25,-9.93,89,0x0,
2023-12-31 16:02:35,1543,2.84,4.24,-12.04,86,0x0,
2023-12-31 17:02:35,1544,2.87,4.25,-13.56,86,0x0,
2023-12-31 18:02:35,1545,2.74,4.24,-13.91,86,0x0,
2023-12-31 19:02:35,1546,2.6,4.24,-14.51,85,0x0,
2023-12-31 20:02:35,1547,2.7,4.24,-14.51,85,0x0,
2023-12-31 21:02:35,1548,2.7,4.24,-15.31,84,0x0,
2023-12-31 22:02:35,1549,2.65,4.25,-16.33,84,0x0,
2023-12-31 23:02:35,1550,2.51,4.25,-16.85,84,0x0,
2024-01-01 00:02:35,1551,3.02,4.24,-15.38,84,0x0,
2024-01-01 01:02:35,1552,2.82,4.24,-16.09,84,0x0,
2024-01-01 02:02:35,1553,2.69,4.25,-15.76,84,0x0,
2024-01-01 03:02:35,1554,2.98,4.24,-13.87,85,0x0,
2024-01-01 04:02:35,1555,2.83,4.24,-10.53,87,0x0,
2024-01-01 05:02:35,1556,2.74,4.25,-5.42,87,0x0,
2024-01-01 06:02:35,1557,2.79,4.25,-2.57,71,0x0,
2024-01-01 07:02:35,1558,2.64,4.26,5.14,49,0x0,
2024-01-01 08:02:35,1559,2.89,4.26,4.67,48,0x0,
2024-01-01 09:02:35,1560,2.61,4.28,8.6,37,0x0,
2024-01-01 10:02:35,1561,2.89,4.28,-1.59,64,0x2,RFM95_NO_REPLY
2024-01-01 11:02:35,1562,2.96,4.26,-4.98,69,0x0,
2024-01-01 12:02:35,1563,3.13,4.25,-7.86,77,0x0,
2024-01-01 13:02:35,1564,2.66,4.25,-9.78,82,0x0,
2024-01-01 14:02:35,1565,2.91,4.25,-11.18,88,0x0,
2024-01-01 15:02:35,1566,2.82,4.25,-13.15,84,0x0,
2024-01-01 16:02:35,1567,2.49,4.25,-13.21,86,0x0,
2024-01-01 17:02:35,1568,2.76,4.25,-14.31,85,0x0,
2024-01-01 18:02:35,1569,2.61,4.24,-15.4,85,0x0,
2024-01-01 19:02:35,1570,2.9,4.24,-16.79,83,0x0,
2024-01-01 20:02:35,1571,2.62,4.25,-18.17,83,0x0,
2024-01-01 21:02:35,1572,2.84,4.24,-18.43,83,0x0,
2024-01-01 22:02:35,1573,2.87,4.25,-18.87,83,0x0,
2024-01-01 23:02:35,1574,2.83,4.24,-19.37,82,0x0,
2024-01-02 00:02:35,1575,2.32,4.24,-19.56,82,0x0,
2024-01-02 01:02:35,1576,2.47,4.24,-20.0,82,0x0,
2024-01-02 02:02:35,1577,2.6,4.24,-20.01,82,0x0,
2024-01-02 03:02:35,1578,2.83,4.24,-16.67,84,0x0,
2024-01-02 04:02:35,1579,2.93,4.24,-12.07,85,0x0,
2024-01-02 05:02:35,1580,2.78,4.25,-6.02,76,0x0,
2024-01-02 06:02:35,1581,2.68,4.25,-1.44,56,0x0,
2024-01-02 07:02:35,1582,2.65,4.27,3.38,42,0x0,
2024-01-02 08:02:35,1583,2.86,4.27,5.65,37,0x0,
2024-01-02 09:02:35,1584,2.83,4.29,6.48,34,0x0,
2024-01-02 10:02:35,1585,3.03,4.28,-0.4,52,0x2,RFM95_NO_REPLY
2024-01-02 11:02:35,1586,2.49,4.26,-5.66,68,0x0,
2024-01-02 12:02:35,1587,2.89,4.25,-8.13,74,0x0,
2024-01-02 13:02:35,1588,2.87,4.24,-12.58,82,0x0,
2024-01-02 14:02:35,1589,2.67,4.25,-13.37,85,0x0,
2024-01-02 15:02:35,1590,2.75,4.25,-14.19,86,0x0,
2024-01-02 16:02:35,1591,2.74,4.25,-14.12,85,0x0,
2024-01-02 17:02:35,1592,2.71,4.25,-15.66,85,0x0,
2024-01-02 18:02:35,1593,3.0,4.24,-16.06,82,0x0,
2024-01-02 19:02:35,1594,2.56,4.24,-16.02,85,0x0,
2024-01-02 20:02:35,1595,2.83,4.24,-16.58,83,0x0,
2024-01-02 21:02:35,1596,2.88,4.25,-16.51,83,0x0,
2024-01-02 22:02:35,1597,2.88,4.24,-16.95,83,0x0,
2024-01-02 23:02:35,1598,3.02,4.24,-17.86,83,0x0,
2024-01-03 00:02:35,1599,2.42,4.24,-14.79,85,0x0,
2024-01-03 01:02:35,1600,2.78,4.24,-16.92,83,0x0,
2024-01-03 02:02:35,1601,2.92,4.25,-17.16,83,0x0,
2024-01-03 03:02:35,1602,2.84,4.24,-16.29,83,0x0,
2024-01-03 04:02:35,1603,2.66,4.24,-10.29,86,0x0,
2024-01-03 05:02:35,1604,2.57,4.24,-4.81,71,0x0,
2024-01-03 06:02:35,1605,2.86,4.25,-1.19,54,0x0,
2024-01-03 07:02:35,1606,2.58,4.27,-1.62,57,0x0,
2024-01-03 08:02:35,1607,2.67,4.26,0.08,54,0x0,
2024-01-03 09:02:35,1608,2.61,4.26,-1.0,59,0x0,
2024-01-03 10:02:35,1609,2.94,4.26,-0.95,61,0x2,RFM95_NO_REPLY
2024-01-03 11:02:35,1610,2.72,4.26,-3.03,67,0x0,
2024-01-03 12:02:35,1611,2.7,4.26,-4.06,74,0x0,
2024-01-03 13:02:35,1612,2.74,4.25,-4.61,77,0x0,
2024-01-03 14:02:35,1613,2.83,4.25,-4.67,78,0x0,
2024-01-03 15:02:35,1614,2.99,4.25,-5.11,80,0x0,
2024-01-03 16:02:35,1615,2.55,4.26,-8.71,80,0x0,
2024-01-03 17:02:35,1616,2.78,4.25,-7.85,86,0x0,
2024-01-03 18:02:35,1617,2.96,4.25,-7.44,87,0x0,
2024-01-03 19:02:35,1618,2.86,4.25,-9.63,88,0x0,
2024-01-03 20:02:35,1619,2.93,4.25,-12.24,88,0x0,
2024-01-03 21:02:35,1620,2.92,4.25,-9.41,87,0x0,
2024-01-03 22:02:35,1621,2.73,4.25,-8.34,88,0x0,
2024-01-03 23:02:35,1622,2.94,4.25,-7.66,87,0x0,
2024-01-04 00:02:35,1623,2.87,4.25,-7.24,85,0x0,
2024-01-04 01:02:35,1624,3.09,4.25,-6.83,85,0x0,
2024-01-04 02:02:35,1625,2.56,4.25,-7.11,85,0x0,
2024-01-04 03:02:35,1626,2.95,4.25,-6.79,84,0x0,
2024-01-04 04:02:35,1627,2.71,4.25,-4.85,75,0x0,
2024-01-04 05:02:35,1628,2.79,4.25,-1.93,70,0x0,
2024-01-04 06:02:35,1629,2.7,4.25,-1.15,69,0x0,
2024-01-04 07:02:35,1630,2.85,4.26,0.08,66,0x0,
2024-01-04 08:02:35,1631,2.75,4.26,0.18,65,0x0,
2024-01-04 09:02:35,1632,2.67,4.26,-0.3,66,0x0,
2024-01-04 10:02:35,1633,2.89,4.25,-0.74,67,0x2,RFM95_NO_REPLY
2024-01-04 11:02:35,1634,2.79,4.25,-1.99,71,0x0,
2024-01-04 12:02:35,1635,2.81,4.26,-2.33,73,0x0,
2024-01-04 13:02:35,1636,2.66,4.25,-2.68,75,0x0,
2024-01-04 14:02:35,1637,2.74,4.25,-2.61,75,0x0,
2024-01-04 15:02:35,1638,2.59,4.25,-2.89,76,0x0,
2024-01-04 16:02:35,1639,2.68,4.25,-5.28,80,0x0,
2024-01-04 17:02:35,1640,2.73,4.25,-8.02,88,0x0,
2024-01-04 18:02:35,1641,2.77,4.25,-6.71,85,0x0,
2024-01-04 19:02:35,1642,2.88,4.26,-5.73,84,0x0,
2024-01-04 20:02:35,1643,2.76,4.25,-5.62,85,0x0,
2024-01-04 21:02:35,1644,2.72,4.25,-4.91,87,0x0,
2024-01-04 22:02:35,1645,2.85,4.25,-7.04,90,0x0,
2024-01-04 23:02:35,1646,2.75,4.26,-7.46,89,0x0,
2024-01-05 00:02:35,1647,2.73,4.25,-8.2,89,0x0,
2024-01-05 01:02:35,1648,2.64,4.25,-8.72,89,0x0,
2024-01-05 02:02:35,1649,2.94,4.26,-10.45,88,0x0,
2024-01-05 03:02:35,1650,2.74,4.25,-8.55,88,0x0,
2024-01-05 04:02:35,1651,2.74,4.25,-8.06,88,0x0,
2024-01-05 05:02:35,1652,2.79,4.25,-2.26,70,0x0,
2024-01-05 06:02:35,1653,2.85,4.25,2.13,44,0x0,
2024-01-05 07:02:35,1654,2.97,4.27,4.42,34,0x0,
2024-01-05 08:02:35,1655,2.75,4.28,3.99,36,0x0,
2024-01-05 09:02:35,1656,2.8,4.27,5.58,34,0x0,
2024-01-05 10:02:35,1657,2.8,4.28,-1.94,52,0x2,RFM95_NO_REPLY
2024-01-05 11:02:35,1658,2.74,4.26,-3.43,53,0x0,
2024-01-05 12:02:35,1659,2.79,4.25,-5.84,60,0x0,
2024-01-05 13:02:35,1660,2.94,4.25,-7.87,65,0x0,
2024-01-05 14:02:35,1661,2.6,4.25,-8.92,67,0x0,
2024-01-05 15:02:35,1662,2.91,4.25,-8.72,65,0x0,
2024-01-05 16:02:35,1663,2.94,4.25,-7.37,65,0x0,
2024-01-05 17:02:35,1664,2.8,4.25,-6.83,65,0x0,
2024-01-05 18:02:35,1665,2.95,4.25,-8.39,68,0x0,
2024-01-05 19:02:35,1666,2.78,4.25,-11.14,75,0x0,
2024-01-05 20:02:35,1667,2.75,4.25,-13.1,84,0x0,
2024-01-05 21:02:35,1668,2.84,4.25,-14.73,80,0x0,
2024-01-05 22:02:35,1669,2.68,4.24,-12.04,77,0x0,
2024-01-05 23:02:35,1670,2.94,4.24,-10.88,77,0x0,
2024-01-06 00:02:35,1671,2.98,4.25,-9.18,69,0x0,
2024-01-06 01:02:35,1672,2.71,4.25,-7.83,67,0x0,
2024-01-06 02:02:35,1673,2.9,4.25,-9.74,74,0x0,
2024-01-06 03:02:35,1674,2.82,4.25,-10.32,76,0x0,
2024-01-06 04:02:35,1675,2.78,4.24,-6.93,70,0x0,
2024-01-06 05:02:35,1676,2.92,4.25,-0.52,46,0x0,
2024-01-06 06:02:35,1677,2.85,4.26,1.55,39,0x0,
2024-01-06 07:02:35,1678,2.81,4.26,0.4,44,0x0,
2024-01-06 08:02:35,1679,2.82,4.27,0.16,44,0x0,
2024-01-06 09:02:35,1680,2.87,4.26,-0.36,49,0x0,
2024-01-06 10:02:35,1681,2.83,4.25,-2.33,54,0x2,RFM95_NO_REPLY
2024-01-06 11:02:35,1682,2.85,4.26,-3.74,63,0x0,
2024-01-06 12:02:35,1683,2.94,4.26,-4.53,62,0x0,
2024-01-06 13:02:35,1684,2.79,4.25,-5.52,65,0x0,
2024-01-06 14:02:35,1685,2.94,4.25,-4.46,62,0x0,
2024-01-06 15:02:35,1686,2.7,4.26,-5.89,69,0x0,
2024-01-06 16:02:35,1687,2.9,4.25,-6.36,69,0x0,
2024-01-06 17:02:35,1688,2.67,4.25,-8.52,72,0x0,
2024-01-06 18:02:35,1689,2.8,4.25,-11.93,80,0x0,
2024-01-06 19:02:35,1690,2.99,4.25,-11.73,82,0x0,
2024-01-06 20:02:35,1691,2.74,4.24,-11.46,83,0x0,
2024-01-06 21:02:35,1692,2.8,4.25,-9.57,82,0x0,
2024-01-06 22:02:35,1693,2.64,4.25,-8.75,86,0x0,
2024-01-06 23:02:35,1694,2.62,4.25,-8.26,87,0x0,
2024-01-07 00:02:35,1695,2.96,4.25,-7.56,87,0x0,
2024-01-07 01:02:35,1696,2.75,4.25,-7.78,87,0x0,
2024-01-07 02:02:35,1697,2.8,4.25,-7.81,87,0x0,
2024-01-07 03:02:35,1698,2.73,4.25,-7.21,86,0x0,
2024-01-07 04:02:35,1699,2.98,4.25,-5.7,78,0x0,
2024-01-07 05:02:35,1700,2.73,4.25,-4.58,74,0x0,
2024-01-07 06:02:35,1701,2.57,4.26,-3.12,68,0x0,
2024-01-07 07:02:35,1702,2.59,4.26,-1.63,62,0x0,
2024-01-07 08:02:35,1703,2.85,4.27,-3.71,70,0x0,
2024-01-07 09:02:35,1704,2.8,4.25,-0.52,47,0x0,
2024-01-07 10:02:35,1705,2.86,4.27,-4.19,58,0x2,RFM95_NO_REPLY
